round,selected_turn_id,max_entropy,least_confidence,select_turn_per_round_time
-1,PMUL2014-7,0,0,0
-1,PMUL3659-4,0,0,0
-1,PMUL1446-4,0,0,0
-1,PMUL4146-5,0,0,0
-1,PMUL1808-1,0,0,0
-1,PMUL0330-5,0,0,0
-1,PMUL1013-3,0,0,0
-1,PMUL1237-2,0,0,0
-1,MUL2364-2,0,0,0
-1,PMUL0336-7,0,0,0
-1,SNG02137-1,0,0,0
-1,PMUL2650-0,0,0,0
-1,MUL0118-6,0,0,0
-1,PMUL4230-2,0,0,0
-1,MUL1323-0,0,0,0
-1,MUL0420-0,0,0,0
-1,PMUL4764-8,0,0,0
-1,SNG01581-0,0,0,0
-1,PMUL1691-5,0,0,0
-1,MUL2652-3,0,0,0
-1,SNG1061-0,0,0,0
-1,MUL0963-1,0,0,0
-1,PMUL3775-6,0,0,0
-1,SNG0630-1,0,0,0
-1,MUL2098-4,0,0,0
-1,SNG1288-1,0,0,0
-1,PMUL0952-7,0,0,0
-1,SNG0351-0,0,0,0
-1,MUL2599-1,0,0,0
-1,SNG1210-3,0,0,0
-1,SSNG0119-0,0,0,0
-1,WOZ20313-0,0,0,0
-1,SNG0975-0,0,0,0
-1,MUL1065-6,0,0,0
-1,PMUL0453-11,0,0,0
-1,PMUL2326-3,0,0,0
-1,SNG1317-2,0,0,0
-1,MUL2577-2,0,0,0
-1,MUL1906-1,0,0,0
-1,PMUL2722-7,0,0,0
-1,PMUL2876-4,0,0,0
-1,PMUL0114-4,0,0,0
-1,PMUL3939-1,0,0,0
-1,MUL0546-3,0,0,0
-1,MUL2522-7,0,0,0
-1,PMUL4403-0,0,0,0
-1,PMUL0612-7,0,0,0
-1,PMUL0752-7,0,0,0
-1,SNG01515-0,0,0,0
-1,PMUL1178-5,0,0,0
-1,SNG1393-1,0,0,0
-1,WOZ20387-5,0,0,0
-1,PMUL1864-2,0,0,0
-1,SNG1015-3,0,0,0
-1,PMUL0001-8,0,0,0
-1,PMUL4437-7,0,0,0
-1,PMUL3562-0,0,0,0
-1,SNG1313-0,0,0,0
-1,SNG1191-1,0,0,0
-1,PMUL4558-0,0,0,0
-1,WOZ20081-0,0,0,0
-1,SNG1062-4,0,0,0
-1,PMUL1988-2,0,0,0
-1,PMUL4726-5,0,0,0
-1,PMUL0631-2,0,0,0
-1,MUL1172-10,0,0,0
-1,PMUL1608-5,0,0,0
-1,MUL1010-2,0,0,0
-1,SNG01294-2,0,0,0
-1,WOZ20232-3,0,0,0
