round,selected_turn_id,max_entropy,least_confidence,select_turn_per_round_time
-1,PMUL2201-5,0,0,0
-1,SNG02167-1,0,0,0
-1,SSNG0242-5,0,0,0
-1,MUL2030-3,0,0,0
-1,PMUL1605-5,0,0,0
-1,PMUL0154-3,0,0,0
-1,MUL1458-0,0,0,0
-1,MUL2215-4,0,0,0
-1,SNG01949-1,0,0,0
-1,PMUL4087-6,0,0,0
-1,MUL0921-3,0,0,0
-1,SNG1000-4,0,0,0
-1,WOZ20359-7,0,0,0
-1,PMUL3132-4,0,0,0
-1,PMUL3991-0,0,0,0
-1,SSNG0214-1,0,0,0
-1,MUL2575-1,0,0,0
-1,SNG0800-1,0,0,0
-1,PMUL4442-5,0,0,0
-1,SSNG0073-1,0,0,0
-1,PMUL0302-3,0,0,0
-1,PMUL3005-0,0,0,0
-1,SSNG0330-4,0,0,0
-1,PMUL2595-1,0,0,0
-1,PMUL0271-17,0,0,0
-1,PMUL4450-0,0,0,0
-1,MUL2109-1,0,0,0
-1,MUL0456-2,0,0,0
-1,WOZ20645-1,0,0,0
-1,PMUL2317-3,0,0,0
-1,PMUL3622-2,0,0,0
-1,MUL0196-4,0,0,0
-1,PMUL2533-5,0,0,0
-1,PMUL1616-2,0,0,0
-1,MUL2272-2,0,0,0
-1,PMUL3136-3,0,0,0
-1,SNG0358-2,0,0,0
-1,MUL1637-2,0,0,0
-1,PMUL3227-1,0,0,0
-1,SNG01162-1,0,0,0
-1,SNG0642-5,0,0,0
-1,PMUL4867-2,0,0,0
-1,MUL1496-6,0,0,0
-1,PMUL3161-1,0,0,0
-1,MUL2059-5,0,0,0
-1,MUL0270-0,0,0,0
-1,MUL1868-2,0,0,0
-1,PMUL3987-2,0,0,0
-1,PMUL2925-6,0,0,0
-1,SNG0504-1,0,0,0
-1,PMUL3791-0,0,0,0
-1,PMUL2084-4,0,0,0
-1,PMUL3144-0,0,0,0
-1,PMUL3881-1,0,0,0
-1,SNG01475-1,0,0,0
-1,SSNG0187-2,0,0,0
-1,SSNG0209-0,0,0,0
-1,WOZ20164-1,0,0,0
-1,PMUL3782-4,0,0,0
-1,MUL2091-1,0,0,0
-1,PMUL3932-6,0,0,0
-1,MUL2011-7,0,0,0
-1,WOZ20581-1,0,0,0
-1,MUL1501-4,0,0,0
-1,WOZ20111-0,0,0,0
-1,MUL0289-5,0,0,0
-1,PMUL0075-7,0,0,0
-1,PMUL4609-5,0,0,0
-1,SSNG0054-0,0,0,0
-1,PMUL3069-1,0,0,0
-1,WOZ20189-3,0,0,0
-1,PMUL1886-3,0,0,0
-1,PMUL0123-10,0,0,0
-1,PMUL3232-4,0,0,0
-1,PMUL2496-2,0,0,0
-1,PMUL1871-4,0,0,0
-1,MUL2135-3,0,0,0
-1,PMUL1969-0,0,0,0
-1,SNG01888-0,0,0,0
-1,PMUL0553-5,0,0,0
-1,SNG01161-0,0,0,0
-1,WOZ20254-0,0,0,0
-1,PMUL0849-1,0,0,0
-1,MUL1721-2,0,0,0
-1,PMUL1469-1,0,0,0
-1,PMUL1399-3,0,0,0
-1,SNG0951-3,0,0,0
-1,SSNG0385-0,0,0,0
-1,MUL1195-0,0,0,0
-1,PMUL0151-3,0,0,0
-1,MUL0970-2,0,0,0
-1,PMUL2092-5,0,0,0
-1,PMUL0992-5,0,0,0
-1,SNG02321-4,0,0,0
-1,PMUL4598-9,0,0,0
-1,WOZ20214-0,0,0,0
-1,PMUL2936-6,0,0,0
-1,MUL1707-3,0,0,0
-1,PMUL3961-1,0,0,0
-1,MUL1473-1,0,0,0
-1,SNG1068-1,0,0,0
-1,SNG0034-3,0,0,0
-1,SNG0818-0,0,0,0
-1,SNG1243-2,0,0,0
-1,PMUL4401-1,0,0,0
-1,WOZ20419-0,0,0,0
-1,MUL0213-4,0,0,0
-1,PMUL0754-10,0,0,0
-1,PMUL0270-2,0,0,0
-1,WOZ20187-2,0,0,0
-1,MUL2605-0,0,0,0
-1,PMUL2655-3,0,0,0
-1,SNG01908-1,0,0,0
-1,WOZ20033-0,0,0,0
-1,SNG0444-3,0,0,0
-1,MUL2667-2,0,0,0
-1,PMUL0275-1,0,0,0
-1,PMUL4341-0,0,0,0
-1,SNG01537-0,0,0,0
-1,MUL1449-2,0,0,0
-1,PMUL4668-5,0,0,0
-1,MUL1027-6,0,0,0
-1,MUL2537-0,0,0,0
-1,PMUL3922-4,0,0,0
-1,MUL0614-3,0,0,0
-1,PMUL2988-2,0,0,0
-1,SNG01310-1,0,0,0
-1,SSNG0355-4,0,0,0
-1,MUL1774-3,0,0,0
-1,WOZ20507-2,0,0,0
-1,PMUL1849-5,0,0,0
-1,SNG0774-2,0,0,0
-1,WOZ20186-5,0,0,0
-1,PMUL3483-6,0,0,0
-1,PMUL2141-4,0,0,0
-1,WOZ20085-0,0,0,0
-1,MUL1946-1,0,0,0
-1,MUL1584-0,0,0,0
-1,MUL2563-3,0,0,0
-1,PMUL3041-0,0,0,0
-1,PMUL4423-6,0,0,0
-1,MUL0470-6,0,0,0
-1,PMUL4812-1,0,0,0
-1,SSNG0171-1,0,0,0
-1,PMUL2211-1,0,0,0
-1,SNG1197-1,0,0,0
-1,PMUL4379-3,0,0,0
-1,SNG0479-0,0,0,0
-1,PMUL1514-1,0,0,0
-1,SNG0337-6,0,0,0
-1,SNG0467-1,0,0,0
-1,SSNG0274-3,0,0,0
-1,SNG0029-2,0,0,0
-1,WOZ20224-0,0,0,0
-1,MUL2031-1,0,0,0
-1,MUL2080-5,0,0,0
-1,WOZ20256-3,0,0,0
-1,WOZ20441-0,0,0,0
-1,MUL2229-4,0,0,0
-1,PMUL4063-5,0,0,0
-1,MUL1263-2,0,0,0
-1,PMUL4408-1,0,0,0
-1,MUL2608-1,0,0,0
-1,PMUL3732-6,0,0,0
-1,PMUL2010-5,0,0,0
-1,PMUL3535-4,0,0,0
-1,PMUL2280-0,0,0,0
-1,MUL2023-0,0,0,0
-1,PMUL3281-3,0,0,0
-1,MUL0999-5,0,0,0
-1,SNG02131-2,0,0,0
-1,PMUL0361-9,0,0,0
-1,SNG02195-0,0,0,0
-1,WOZ20247-3,0,0,0
-1,PMUL3510-4,0,0,0
-1,PMUL0313-6,0,0,0
-1,PMUL4286-1,0,0,0
-1,PMUL0940-0,0,0,0
-1,PMUL4706-5,0,0,0
-1,WOZ20492-1,0,0,0
-1,PMUL0649-1,0,0,0
-1,PMUL3866-2,0,0,0
-1,WOZ20514-1,0,0,0
-1,MUL1043-4,0,0,0
-1,MUL0216-6,0,0,0
-1,PMUL2860-7,0,0,0
-1,WOZ20421-0,0,0,0
-1,PMUL4599-0,0,0,0
-1,SNG0537-0,0,0,0
-1,MUL0736-0,0,0,0
-1,PMUL1519-0,0,0,0
-1,PMUL4221-1,0,0,0
-1,WOZ20447-3,0,0,0
-1,SSNG0076-0,0,0,0
-1,SNG1280-3,0,0,0
-1,SNG0372-3,0,0,0
-1,PMUL3088-7,0,0,0
-1,SSNG0153-2,0,0,0
-1,SNG0995-3,0,0,0
-1,PMUL0251-3,0,0,0
-1,PMUL4433-0,0,0,0
-1,PMUL3943-3,0,0,0
-1,MUL1269-8,0,0,0
-1,MUL1086-5,0,0,0
-1,WOZ20535-1,0,0,0
-1,PMUL0422-1,0,0,0
-1,MUL1468-6,0,0,0
-1,PMUL2963-5,0,0,0
-1,SNG02179-0,0,0,0
-1,PMUL4327-2,0,0,0
-1,MUL2170-1,0,0,0
-1,MUL1486-7,0,0,0
-1,PMUL3382-1,0,0,0
-1,PMUL2998-4,0,0,0
-1,MUL1237-1,0,0,0
-1,PMUL1205-0,0,0,0
-1,MUL1413-4,0,0,0
-1,MUL2529-5,0,0,0
-1,MUL2046-3,0,0,0
-1,SSNG0130-2,0,0,0
-1,WOZ20203-2,0,0,0
-1,MUL0762-4,0,0,0
-1,MUL0441-6,0,0,0
-1,PMUL3691-6,0,0,0
-1,PMUL1551-2,0,0,0
-1,SNG0441-3,0,0,0
-1,PMUL3381-5,0,0,0
-1,SNG1044-1,0,0,0
-1,MUL0010-1,0,0,0
-1,PMUL4681-4,0,0,0
-1,MUL1393-6,0,0,0
-1,PMUL4576-10,0,0,0
-1,SNG02257-4,0,0,0
-1,PMUL2327-5,0,0,0
-1,PMUL3570-2,0,0,0
-1,PMUL0427-4,0,0,0
-1,WOZ20430-1,0,0,0
-1,PMUL1510-5,0,0,0
-1,SNG0309-0,0,0,0
-1,SNG01430-3,0,0,0
-1,PMUL3569-0,0,0,0
-1,WOZ20220-1,0,0,0
-1,MUL1960-4,0,0,0
-1,PMUL3482-0,0,0,0
-1,PMUL2941-1,0,0,0
-1,PMUL1387-2,0,0,0
-1,PMUL1356-2,0,0,0
-1,PMUL3686-3,0,0,0
-1,WOZ20330-4,0,0,0
-1,PMUL1419-0,0,0,0
-1,PMUL4193-1,0,0,0
-1,MUL1682-5,0,0,0
-1,PMUL1532-1,0,0,0
-1,SNG0472-3,0,0,0
-1,PMUL2800-6,0,0,0
-1,MUL1778-3,0,0,0
-1,MUL1610-0,0,0,0
-1,MUL1507-7,0,0,0
-1,MUL0324-2,0,0,0
-1,SSNG0046-2,0,0,0
-1,PMUL0407-6,0,0,0
-1,MUL0611-5,0,0,0
-1,PMUL2978-2,0,0,0
-1,SNG1228-0,0,0,0
-1,MUL0288-5,0,0,0
-1,PMUL1588-1,0,0,0
-1,MUL0670-5,0,0,0
-1,PMUL3963-0,0,0,0
-1,MUL1772-3,0,0,0
-1,MUL0790-6,0,0,0
-1,PMUL1433-3,0,0,0
-1,PMUL0258-3,0,0,0
-1,SNG1345-3,0,0,0
-1,PMUL2810-1,0,0,0
-1,WOZ20522-0,0,0,0
-1,PMUL0214-1,0,0,0
-1,PMUL4184-9,0,0,0
-1,PMUL2159-6,0,0,0
-1,PMUL3583-1,0,0,0
-1,MUL0993-4,0,0,0
-1,PMUL2732-2,0,0,0
-1,SSNG0389-3,0,0,0
-1,PMUL4322-3,0,0,0
-1,PMUL1158-4,0,0,0
-1,MUL0420-0,0,0,0
-1,PMUL0245-7,0,0,0
-1,PMUL2920-7,0,0,0
-1,PMUL3334-1,0,0,0
-1,PMUL0501-0,0,0,0
-1,PMUL0363-5,0,0,0
-1,SSNG0208-3,0,0,0
-1,PMUL4587-4,0,0,0
-1,SNG1198-2,0,0,0
-1,SNG0973-2,0,0,0
-1,PMUL4064-4,0,0,0
-1,PMUL3905-0,0,0,0
-1,WOZ20360-2,0,0,0
-1,PMUL2850-2,0,0,0
-1,MUL2403-1,0,0,0
-1,WOZ20586-4,0,0,0
-1,WOZ20131-0,0,0,0
-1,SNG0978-5,0,0,0
-1,PMUL4160-2,0,0,0
-1,PMUL3656-2,0,0,0
-1,MUL1524-6,0,0,0
-1,MUL2633-6,0,0,0
-1,PMUL1919-4,0,0,0
-1,PMUL1586-0,0,0,0
-1,MUL0121-3,0,0,0
-1,MUL0643-0,0,0,0
-1,PMUL3788-6,0,0,0
-1,PMUL3849-2,0,0,0
-1,MUL2469-5,0,0,0
-1,MUL1414-1,0,0,0
-1,PMUL2616-3,0,0,0
-1,PMUL4252-0,0,0,0
-1,MUL1587-2,0,0,0
-1,SNG0439-0,0,0,0
-1,PMUL3689-7,0,0,0
-1,PMUL4028-0,0,0,0
-1,PMUL0741-6,0,0,0
-1,PMUL0837-3,0,0,0
-1,MUL1609-2,0,0,0
-1,WOZ20315-0,0,0,0
-1,MUL1842-6,0,0,0
-1,PMUL3338-0,0,0,0
-1,PMUL0454-2,0,0,0
-1,WOZ20099-1,0,0,0
-1,SNG0833-5,0,0,0
-1,PMUL0708-7,0,0,0
-1,SSNG0340-1,0,0,0
-1,SNG0988-3,0,0,0
-1,MUL0595-3,0,0,0
-1,WOZ20605-1,0,0,0
-1,MUL0732-1,0,0,0
-1,PMUL1796-5,0,0,0
-1,MUL1862-2,0,0,0
-1,PMUL1261-2,0,0,0
-1,MUL2237-5,0,0,0
-1,PMUL0070-4,0,0,0
-1,MUL1516-1,0,0,0
-1,SNG01646-3,0,0,0
-1,PMUL0568-7,0,0,0
-1,MUL0400-0,0,0,0
-1,SNG01294-1,0,0,0
-1,MUL2236-6,0,0,0
-1,MUL0748-0,0,0,0
-1,PMUL4769-0,0,0,0
-1,PMUL4831-5,0,0,0
-1,MUL0973-4,0,0,0
-1,SNG0763-0,0,0,0
-1,PMUL1797-3,0,0,0
-1,MUL1931-2,0,0,0
-1,MUL1182-4,0,0,0
-1,WOZ20167-3,0,0,0
-1,MUL0224-6,0,0,0
-1,SSNG0382-0,0,0,0
-1,MUL2114-7,0,0,0
-1,PMUL4852-2,0,0,0
-1,MUL1396-4,0,0,0
-1,PMUL1701-2,0,0,0
-1,SNG1290-1,0,0,0
-1,PMUL3307-2,0,0,0
-1,PMUL3571-3,0,0,0
-1,PMUL0947-0,0,0,0
-1,MUL2672-0,0,0,0
-1,SNG1287-3,0,0,0
-1,WOZ20354-0,0,0,0
-1,SNG0686-3,0,0,0
-1,PMUL2196-1,0,0,0
-1,PMUL1038-5,0,0,0
-1,PMUL1597-9,0,0,0
-1,MUL1543-0,0,0,0
-1,MUL2528-1,0,0,0
-1,PMUL4520-2,0,0,0
-1,MUL0421-2,0,0,0
-1,WOZ20453-0,0,0,0
-1,PMUL2488-1,0,0,0
-1,PMUL3589-3,0,0,0
-1,MUL1105-2,0,0,0
-1,PMUL4974-2,0,0,0
-1,PMUL4081-3,0,0,0
-1,MUL0253-7,0,0,0
-1,MUL0059-4,0,0,0
-1,SNG1267-2,0,0,0
-1,PMUL0792-0,0,0,0
-1,PMUL3811-1,0,0,0
-1,PMUL2777-3,0,0,0
-1,SNG1373-2,0,0,0
-1,PMUL3533-5,0,0,0
-1,PMUL3170-8,0,0,0
-1,SSNG0273-3,0,0,0
-1,PMUL0040-8,0,0,0
-1,PMUL3490-0,0,0,0
-1,WOZ20212-0,0,0,0
-1,WOZ20122-1,0,0,0
-1,PMUL1367-5,0,0,0
-1,WOZ20054-3,0,0,0
-1,PMUL2674-5,0,0,0
-1,PMUL4606-5,0,0,0
-1,MUL1567-8,0,0,0
-1,SNG0330-2,0,0,0
-1,PMUL1092-0,0,0,0
-1,PMUL1761-8,0,0,0
-1,PMUL4980-9,0,0,0
-1,MUL1054-1,0,0,0
-1,SNG1232-1,0,0,0
-1,WOZ20038-3,0,0,0
-1,PMUL1959-8,0,0,0
-1,PMUL4430-1,0,0,0
-1,MUL0169-6,0,0,0
-1,PMUL2471-2,0,0,0
