round,selected_turn_id,max_entropy,min_confidence
0,PMUL1782-2,0,0
0,SSNG0142-0,0,0
0,MUL0994-6,0,0
0,PMUL0822-8,0,0
0,SNG0040-1,0,0
0,PMUL1735-4,0,0
0,MUL0792-3,0,0
0,PMUL2998-1,0,0
0,MUL0639-4,0,0
0,MUL0120-0,0,0
0,SNG01405-0,0,0
0,PMUL3087-3,0,0
0,MUL2224-5,0,0
0,MUL1390-6,0,0
0,SNG01173-0,0,0
0,PMUL3413-2,0,0
0,PMUL3370-5,0,0
0,PMUL2425-2,0,0
0,PMUL3216-4,0,0
0,MUL0271-4,0,0
0,WOZ20002-1,0,0
0,WOZ20194-0,0,0
0,SSNG0383-0,0,0
0,SSNG0066-0,0,0
0,WOZ20122-1,0,0
0,PMUL0949-0,0,0
0,WOZ20138-2,0,0
0,SSNG0375-4,0,0
0,PMUL4888-5,0,0
0,MUL2006-2,0,0
0,MUL1164-5,0,0
0,MUL1035-4,0,0
0,SNG0785-1,0,0
0,PMUL0065-6,0,0
0,SSNG0005-3,0,0
0,PMUL2861-2,0,0
0,PMUL1660-1,0,0
0,MUL1083-3,0,0
0,MUL0328-0,0,0
0,PMUL2214-6,0,0
0,SNG0675-2,0,0
0,PMUL2727-6,0,0
0,MUL1548-7,0,0
0,PMUL4475-3,0,0
0,PMUL2595-7,0,0
0,SNG1353-0,0,0
0,PMUL3513-1,0,0
0,MUL2098-5,0,0
0,PMUL1261-6,0,0
0,PMUL1220-1,0,0
0,SNG0999-4,0,0
0,PMUL3661-5,0,0
0,MUL1336-1,0,0
0,MUL2297-3,0,0
0,SNG1138-2,0,0
0,PMUL1724-8,0,0
0,PMUL3131-8,0,0
0,MUL1672-0,0,0
0,MUL2599-6,0,0
0,PMUL4694-0,0,0
0,PMUL4089-9,0,0
0,MUL1182-6,0,0
0,PMUL2096-2,0,0
0,SNG0844-1,0,0
0,MUL1384-7,0,0
0,PMUL1217-1,0,0
0,MUL0546-7,0,0
0,PMUL4910-5,0,0
0,SNG01477-4,0,0
0,MUL1558-5,0,0
0,PMUL4871-5,0,0
0,PMUL3349-3,0,0
0,PMUL3267-0,0,0
0,MUL1868-3,0,0
0,PMUL4444-5,0,0
0,PMUL0407-7,0,0
0,WOZ20596-0,0,0
0,PMUL2903-0,0,0
0,PMUL4740-4,0,0
0,PMUL2886-0,0,0
0,WOZ20456-2,0,0
0,PMUL4487-6,0,0
0,WOZ20126-1,0,0
0,PMUL4174-0,0,0
0,SNG02137-1,0,0
0,MUL2185-2,0,0
0,MUL0467-4,0,0
0,PMUL1103-1,0,0
0,PMUL0255-10,0,0
0,WOZ20069-0,0,0
0,SNG1081-2,0,0
0,WOZ20044-0,0,0
0,PMUL2511-1,0,0
0,PMUL0185-9,0,0
0,SNG01514-1,0,0
0,PMUL2679-6,0,0
0,PMUL0633-2,0,0
0,SNG01292-2,0,0
0,MUL1414-1,0,0
0,MUL0951-1,0,0
0,WOZ20129-2,0,0
0,MUL2532-8,0,0
0,PMUL3047-2,0,0
0,SNG0664-2,0,0
0,PMUL3326-10,0,0
0,SNG0020-0,0,0
0,MUL1041-4,0,0
0,MUL2662-0,0,0
0,MUL0010-0,0,0
0,PMUL0593-5,0,0
0,PMUL3205-2,0,0
0,MUL1947-3,0,0
0,PMUL1948-6,0,0
0,PMUL2373-8,0,0
0,SNG0612-3,0,0
0,WOZ20011-3,0,0
0,WOZ20254-4,0,0
0,MUL2304-3,0,0
0,MUL0023-12,0,0
0,SNG1322-0,0,0
0,SNG1259-0,0,0
0,SNG1350-2,0,0
0,SNG0024-2,0,0
0,MUL1120-9,0,0
0,PMUL4233-7,0,0
0,WOZ20459-1,0,0
0,MUL1581-8,0,0
0,PMUL1014-4,0,0
0,PMUL3461-4,0,0
0,PMUL4895-4,0,0
