round,selected_turn_id,max_entropy,min_confidence
0,PMUL3460-5,0,0
0,MUL0565-2,0,0
0,MUL1203-1,0,0
0,PMUL3113-4,0,0
0,PMUL1584-0,0,0
0,PMUL1161-4,0,0
0,PMUL4817-3,0,0
0,WOZ20114-1,0,0
0,SNG02288-0,0,0
0,MUL0634-4,0,0
0,SNG0492-4,0,0
0,MUL1980-2,0,0
0,MUL0405-2,0,0
0,MUL2388-2,0,0
0,SNG0092-2,0,0
0,MUL2059-6,0,0
0,SSNG0103-0,0,0
0,PMUL0741-5,0,0
0,MUL2514-2,0,0
0,PMUL1553-5,0,0
0,SNG01518-4,0,0
0,PMUL2642-8,0,0
0,PMUL4341-3,0,0
0,MUL0327-7,0,0
0,SNG0652-2,0,0
0,MUL1029-1,0,0
0,WOZ20030-2,0,0
0,MUL0812-1,0,0
0,WOZ20181-2,0,0
0,PMUL4394-4,0,0
0,SNG01681-0,0,0
0,MUL1260-4,0,0
0,MUL0807-1,0,0
0,SNG1001-0,0,0
0,WOZ20609-2,0,0
0,MUL0986-4,0,0
0,SNG0948-1,0,0
0,PMUL2621-5,0,0
0,MUL2355-5,0,0
0,MUL2040-1,0,0
0,MUL2692-0,0,0
0,PMUL1999-0,0,0
0,MUL1454-2,0,0
0,PMUL2794-2,0,0
0,MUL1095-6,0,0
0,PMUL3711-3,0,0
0,SSNG0214-3,0,0
0,MUL1223-6,0,0
0,WOZ20159-1,0,0
0,MUL0861-7,0,0
0,PMUL3865-0,0,0
0,SSNG0021-5,0,0
0,PMUL0133-0,0,0
0,SSNG0124-0,0,0
0,PMUL4661-8,0,0
0,MUL1140-4,0,0
0,PMUL4766-1,0,0
0,SNG1102-1,0,0
0,WOZ20001-2,0,0
0,SNG1256-2,0,0
0,MUL0017-0,0,0
0,PMUL0495-2,0,0
0,PMUL3104-5,0,0
0,PMUL0621-5,0,0
0,MUL1054-1,0,0
0,SNG0570-3,0,0
0,PMUL1079-4,0,0
0,PMUL4320-7,0,0
0,PMUL3534-0,0,0
0,PMUL0478-7,0,0
0,SSNG0256-4,0,0
0,PMUL1930-2,0,0
0,PMUL3763-1,0,0
0,SNG0042-0,0,0
0,PMUL1726-7,0,0
0,PMUL3322-3,0,0
0,MUL0964-10,0,0
0,MUL0705-0,0,0
0,WOZ20559-1,0,0
0,PMUL0169-3,0,0
0,WOZ20520-3,0,0
0,PMUL1825-1,0,0
0,PMUL2791-1,0,0
0,MUL1397-7,0,0
0,MUL2380-5,0,0
0,SNG0262-4,0,0
0,WOZ20254-2,0,0
0,PMUL4470-1,0,0
0,PMUL1551-1,0,0
0,PMUL4161-5,0,0
0,PMUL0683-1,0,0
0,SNG1158-2,0,0
0,PMUL4133-0,0,0
0,SSNG0258-0,0,0
