round,selected_turn_id,max_entropy,select_turn_per_round_time
0,WOZ20009-0,0,43605.15841579437
0,SSNG0226-4,0,43605.15841579437
0,WOZ20669-0,0,43605.15841579437
0,MUL0882-6,0,43605.15841579437
0,PMUL0853-2,0,43605.15841579437
0,SNG1391-2,0,43605.15841579437
0,PMUL3249-4,0,43605.15841579437
0,MUL0804-0,0,43605.15841579437
0,WOZ20089-1,0,43605.15841579437
0,PMUL1568-7,0,43605.15841579437
0,MUL0278-0,0,43605.15841579437
0,PMUL1595-1,0,43605.15841579437
0,PMUL1131-5,0,43605.15841579437
0,MUL0020-0,0,43605.15841579437
0,PMUL1306-1,0,43605.15841579437
0,MUL1255-8,0,43605.15841579437
0,SNG0533-4,0,43605.15841579437
0,PMUL0754-2,0,43605.15841579437
0,PMUL4560-0,0,43605.15841579437
0,SNG1108-4,0,43605.15841579437
0,SNG02101-4,0,43605.15841579437
0,PMUL2141-4,0,43605.15841579437
0,SNG1213-6,0,43605.15841579437
0,MUL0205-3,0,43605.15841579437
0,WOZ20631-1,0,43605.15841579437
0,PMUL4189-1,0,43605.15841579437
0,PMUL0557-3,0,43605.15841579437
0,PMUL4970-3,0,43605.15841579437
0,PMUL0296-8,0,43605.15841579437
0,PMUL3007-1,0,43605.15841579437
0,PMUL0082-0,0,43605.15841579437
0,SNG0297-3,0,43605.15841579437
0,SNG1228-1,0,43605.15841579437
0,PMUL2414-7,0,43605.15841579437
0,PMUL1806-1,0,43605.15841579437
0,PMUL4135-3,0,43605.15841579437
0,SNG1299-0,0,43605.15841579437
0,PMUL1759-5,0,43605.15841579437
0,SNG1261-0,0,43605.15841579437
0,WOZ20119-2,0,43605.15841579437
0,PMUL4479-3,0,43605.15841579437
0,PMUL0551-5,0,43605.15841579437
0,PMUL0811-3,0,43605.15841579437
0,SNG1135-0,0,43605.15841579437
0,WOZ20014-3,0,43605.15841579437
0,PMUL3390-1,0,43605.15841579437
0,MUL0285-6,0,43605.15841579437
0,WOZ20446-0,0,43605.15841579437
0,WOZ20341-3,0,43605.15841579437
0,SSNG0328-2,0,43605.15841579437
0,PMUL3691-3,0,43605.15841579437
0,MUL1016-6,0,43605.15841579437
0,MUL1618-5,0,43605.15841579437
0,PMUL1766-5,0,43605.15841579437
0,MUL1232-6,0,43605.15841579437
0,PMUL1662-3,0,43605.15841579437
0,SNG0791-2,0,43605.15841579437
0,PMUL3054-5,0,43605.15841579437
0,WOZ20322-0,0,43605.15841579437
0,WOZ20266-2,0,43605.15841579437
0,PMUL2254-0,0,43605.15841579437
0,PMUL3042-3,0,43605.15841579437
0,MUL2115-2,0,43605.15841579437
0,PMUL2430-7,0,43605.15841579437
0,PMUL0046-6,0,43605.15841579437
0,PMUL1864-0,0,43605.15841579437
0,PMUL4478-1,0,43605.15841579437
0,SNG0777-3,0,43605.15841579437
0,SNG0853-0,0,43605.15841579437
0,MUL1109-5,0,43605.15841579437
0,SSNG0344-4,0,43605.15841579437
0,PMUL3065-0,0,43605.15841579437
0,MUL0295-2,0,43605.15841579437
0,PMUL4798-1,0,43605.15841579437
0,SSNG0225-3,0,43605.15841579437
0,MUL2481-0,0,43605.15841579437
0,PMUL4018-3,0,43605.15841579437
0,MUL2628-7,0,43605.15841579437
0,PMUL2444-7,0,43605.15841579437
0,WOZ20299-5,0,43605.15841579437
0,PMUL2943-2,0,43605.15841579437
0,PMUL3795-1,0,43605.15841579437
0,PMUL4292-1,0,43605.15841579437
0,WOZ20209-4,0,43605.15841579437
0,SNG0812-2,0,43605.15841579437
0,MUL2435-2,0,43605.15841579437
0,PMUL4086-3,0,43605.15841579437
0,PMUL2656-0,0,43605.15841579437
0,SSNG0337-4,0,43605.15841579437
0,PMUL0771-4,0,43605.15841579437
0,PMUL1536-1,0,43605.15841579437
0,SSNG0211-7,0,43605.15841579437
0,MUL1438-7,0,43605.15841579437
0,SNG0332-0,0,43605.15841579437
0,PMUL1169-3,0,43605.15841579437
0,WOZ20020-2,0,43605.15841579437
0,PMUL4563-7,0,43605.15841579437
0,PMUL1021-2,0,43605.15841579437
0,PMUL3190-0,0,43605.15841579437
0,PMUL1608-1,0,43605.15841579437
0,PMUL4765-0,0,43605.15841579437
0,WOZ20214-1,0,43605.15841579437
0,PMUL2867-6,0,43605.15841579437
0,MUL1835-0,0,43605.15841579437
0,PMUL3749-3,0,43605.15841579437
0,PMUL3524-4,0,43605.15841579437
0,SNG0849-3,0,43605.15841579437
0,PMUL3104-2,0,43605.15841579437
0,WOZ20525-5,0,43605.15841579437
0,WOZ20545-0,0,43605.15841579437
0,MUL0564-3,0,43605.15841579437
0,SNG0312-1,0,43605.15841579437
