round,selected_turn_id,max_entropy,least_confidence,select_turn_per_round_time
-1,PMUL4552-5,0,0,0
-1,PMUL1468-2,0,0,0
-1,SNG0408-4,0,0,0
-1,PMUL0023-7,0,0,0
-1,SSNG0358-6,0,0,0
-1,MUL1579-2,0,0,0
-1,MUL1253-0,0,0,0
-1,SNG01657-2,0,0,0
-1,WOZ20494-1,0,0,0
-1,MUL1477-5,0,0,0
-1,SNG0392-2,0,0,0
-1,SNG01946-3,0,0,0
-1,MUL0792-1,0,0,0
-1,PMUL2102-6,0,0,0
-1,PMUL4444-0,0,0,0
-1,PMUL2984-3,0,0,0
-1,PMUL1076-2,0,0,0
-1,PMUL1597-3,0,0,0
-1,MUL0324-3,0,0,0
-1,MUL1375-6,0,0,0
-1,SNG1136-0,0,0,0
-1,PMUL1382-4,0,0,0
-1,SNG0418-1,0,0,0
-1,WOZ20459-0,0,0,0
-1,MUL2639-2,0,0,0
-1,PMUL4694-7,0,0,0
-1,WOZ20022-0,0,0,0
-1,MUL1696-5,0,0,0
-1,SNG02290-3,0,0,0
-1,PMUL2226-1,0,0,0
-1,SSNG0071-3,0,0,0
-1,MUL2340-4,0,0,0
-1,PMUL0956-7,0,0,0
-1,PMUL3938-9,0,0,0
-1,SNG0328-4,0,0,0
-1,SSNG0172-2,0,0,0
-1,PMUL0424-0,0,0,0
-1,MUL0929-7,0,0,0
-1,PMUL0202-3,0,0,0
-1,MUL0950-2,0,0,0
-1,MUL1868-3,0,0,0
-1,SNG0318-0,0,0,0
-1,WOZ20341-2,0,0,0
-1,SNG1067-0,0,0,0
-1,PMUL2644-3,0,0,0
-1,SNG1367-1,0,0,0
-1,SNG0943-5,0,0,0
-1,PMUL4293-5,0,0,0
-1,SNG0671-2,0,0,0
-1,SNG0696-3,0,0,0
-1,PMUL2774-1,0,0,0
-1,SSNG0344-0,0,0,0
-1,MUL1196-2,0,0,0
-1,PMUL3315-1,0,0,0
-1,PMUL1378-6,0,0,0
-1,WOZ20191-1,0,0,0
-1,MUL0265-5,0,0,0
-1,MUL2231-1,0,0,0
-1,MUL1302-10,0,0,0
-1,PMUL2065-0,0,0,0
-1,SNG1372-6,0,0,0
-1,MUL2031-2,0,0,0
-1,SNG0683-0,0,0,0
-1,PMUL3120-1,0,0,0
-1,PMUL2461-10,0,0,0
-1,PMUL3799-0,0,0,0
-1,PMUL4051-0,0,0,0
-1,MUL0186-6,0,0,0
-1,MUL2260-3,0,0,0
-1,PMUL0808-0,0,0,0
-1,PMUL2078-4,0,0,0
-1,PMUL0102-6,0,0,0
-1,SNG0990-1,0,0,0
-1,WOZ20275-3,0,0,0
-1,MUL2069-4,0,0,0
-1,SNG1015-0,0,0,0
-1,PMUL3861-10,0,0,0
-1,MUL1742-8,0,0,0
-1,WOZ20598-4,0,0,0
-1,WOZ20388-6,0,0,0
-1,SNG01832-0,0,0,0
-1,MUL1637-2,0,0,0
-1,PMUL2264-0,0,0,0
-1,PMUL4408-6,0,0,0
-1,MUL2256-3,0,0,0
-1,PMUL4714-2,0,0,0
-1,PMUL3585-0,0,0,0
-1,MUL0724-4,0,0,0
-1,PMUL0271-1,0,0,0
-1,MUL1317-0,0,0,0
-1,PMUL4701-9,0,0,0
-1,PMUL2577-6,0,0,0
-1,SSNG0123-0,0,0,0
-1,MUL0666-1,0,0,0
-1,MUL2450-4,0,0,0
-1,PMUL4009-0,0,0,0
-1,SNG02321-1,0,0,0
-1,SNG0687-0,0,0,0
-1,SNG02070-3,0,0,0
-1,WOZ20078-5,0,0,0
-1,PMUL2068-9,0,0,0
-1,SNG02223-1,0,0,0
-1,MUL0497-0,0,0,0
-1,PMUL2337-4,0,0,0
-1,MUL0618-2,0,0,0
-1,PMUL2788-1,0,0,0
-1,PMUL3111-7,0,0,0
-1,PMUL3400-7,0,0,0
-1,MUL1539-4,0,0,0
-1,WOZ20397-0,0,0,0
-1,PMUL0886-3,0,0,0
-1,PMUL0702-2,0,0,0
-1,SNG02288-1,0,0,0
-1,PMUL0351-2,0,0,0
-1,PMUL3902-4,0,0,0
-1,MUL0201-2,0,0,0
-1,SSNG0371-0,0,0,0
-1,MUL2192-6,0,0,0
-1,MUL1490-3,0,0,0
-1,MUL2337-7,0,0,0
-1,MUL0162-7,0,0,0
-1,PMUL3754-7,0,0,0
-1,PMUL1996-3,0,0,0
-1,WOZ20271-0,0,0,0
-1,SNG01310-2,0,0,0
-1,PMUL4353-1,0,0,0
-1,WOZ20604-0,0,0,0
-1,PMUL2793-1,0,0,0
-1,SSNG0127-2,0,0,0
-1,MUL1520-0,0,0,0
-1,MUL0874-7,0,0,0
-1,WOZ20454-3,0,0,0
-1,PMUL0942-5,0,0,0
-1,SNG0795-3,0,0,0
-1,SNG01294-1,0,0,0
-1,PMUL2083-7,0,0,0
-1,PMUL4906-7,0,0,0
-1,MUL2037-7,0,0,0
-1,PMUL3814-7,0,0,0
-1,SNG1217-3,0,0,0
-1,SSNG0326-2,0,0,0
-1,MUL1956-1,0,0,0
-1,PMUL4556-5,0,0,0
-1,SNG01537-5,0,0,0
-1,PMUL2695-5,0,0,0
-1,SNG0667-1,0,0,0
-1,WOZ20424-3,0,0,0
-1,PMUL1392-5,0,0,0
-1,SSNG0367-2,0,0,0
-1,MUL0173-5,0,0,0
-1,PMUL2907-5,0,0,0
-1,MUL1721-2,0,0,0
-1,WOZ20194-1,0,0,0
-1,WOZ20235-1,0,0,0
-1,SSNG0377-0,0,0,0
-1,PMUL1490-0,0,0,0
-1,MUL2114-2,0,0,0
-1,PMUL3231-11,0,0,0
-1,SNG1107-0,0,0,0
-1,SNG01658-1,0,0,0
-1,WOZ20308-3,0,0,0
-1,MUL1747-3,0,0,0
-1,SSNG0138-0,0,0,0
-1,MUL0569-2,0,0,0
-1,PMUL0258-0,0,0,0
-1,SNG0100-1,0,0,0
-1,PMUL3134-3,0,0,0
-1,PMUL3793-4,0,0,0
-1,WOZ20379-2,0,0,0
-1,PMUL0777-1,0,0,0
-1,SNG0757-3,0,0,0
-1,SNG01173-2,0,0,0
-1,PMUL1820-4,0,0,0
-1,SNG1213-6,0,0,0
-1,PMUL3706-1,0,0,0
-1,MUL0150-6,0,0,0
-1,PMUL4977-2,0,0,0
-1,MUL0648-3,0,0,0
-1,MUL1752-3,0,0,0
-1,PMUL1728-6,0,0,0
-1,SNG01375-3,0,0,0
-1,PMUL3076-7,0,0,0
-1,MUL2205-6,0,0,0
-1,PMUL2761-3,0,0,0
-1,PMUL2564-7,0,0,0
-1,PMUL3615-1,0,0,0
-1,PMUL2717-4,0,0,0
-1,MUL0414-3,0,0,0
-1,WOZ20035-3,0,0,0
-1,PMUL3709-0,0,0,0
-1,SSNG0103-3,0,0,0
-1,PMUL3232-3,0,0,0
-1,WOZ20486-2,0,0,0
-1,WOZ20473-1,0,0,0
-1,MUL0403-6,0,0,0
-1,SNG0424-0,0,0,0
-1,SNG01823-1,0,0,0
-1,PMUL1547-4,0,0,0
-1,PMUL4861-9,0,0,0
-1,MUL1420-1,0,0,0
-1,PMUL2759-8,0,0,0
-1,PMUL1584-7,0,0,0
-1,MUL0837-2,0,0,0
-1,PMUL1450-0,0,0,0
-1,WOZ20633-1,0,0,0
-1,MUL0577-5,0,0,0
-1,PMUL1569-5,0,0,0
-1,PMUL2253-3,0,0,0
-1,PMUL4647-4,0,0,0
-1,PMUL0657-2,0,0,0
-1,MUL1790-2,0,0,0
-1,PMUL2726-3,0,0,0
-1,MUL1634-7,0,0,0
-1,SSNG0235-5,0,0,0
-1,MUL1118-1,0,0,0
-1,PMUL2397-0,0,0,0
-1,SNG1129-2,0,0,0
-1,SNG0359-0,0,0,0
-1,PMUL2568-3,0,0,0
-1,SNG1101-0,0,0,0
-1,PMUL0897-6,0,0,0
-1,WOZ20316-0,0,0,0
-1,PMUL4365-6,0,0,0
-1,SSNG0397-0,0,0,0
-1,PMUL1075-3,0,0,0
-1,MUL2556-2,0,0,0
-1,SNG0860-3,0,0,0
-1,SNG0974-3,0,0,0
-1,PMUL3818-6,0,0,0
-1,WOZ20156-1,0,0,0
-1,PMUL3504-3,0,0,0
-1,PMUL0065-3,0,0,0
-1,PMUL3619-6,0,0,0
-1,PMUL1027-5,0,0,0
-1,MUL0444-0,0,0,0
-1,MUL0240-2,0,0,0
-1,MUL1332-20,0,0,0
-1,PMUL4670-6,0,0,0
-1,MUL0050-8,0,0,0
-1,PMUL1687-1,0,0,0
-1,PMUL3590-3,0,0,0
-1,MUL1807-2,0,0,0
-1,SSNG0064-1,0,0,0
-1,WOZ20107-1,0,0,0
-1,PMUL1926-1,0,0,0
-1,MUL2207-8,0,0,0
-1,SNG1158-2,0,0,0
-1,PMUL3459-2,0,0,0
-1,PMUL2200-4,0,0,0
-1,WOZ20507-2,0,0,0
-1,PMUL2332-3,0,0,0
-1,SNG02027-5,0,0,0
-1,MUL0514-2,0,0,0
-1,MUL0169-4,0,0,0
-1,MUL1962-3,0,0,0
-1,SNG1361-4,0,0,0
-1,PMUL4848-5,0,0,0
-1,PMUL2315-3,0,0,0
-1,SNG01901-2,0,0,0
-1,PMUL2850-2,0,0,0
-1,SNG1303-2,0,0,0
-1,PMUL1824-11,0,0,0
-1,WOZ20240-0,0,0,0
-1,MUL0416-2,0,0,0
-1,MUL1777-4,0,0,0
-1,SNG1305-1,0,0,0
-1,PMUL1134-5,0,0,0
-1,PMUL3375-0,0,0,0
-1,PMUL0699-1,0,0,0
-1,PMUL1135-7,0,0,0
-1,PMUL0660-1,0,0,0
-1,PMUL2132-6,0,0,0
-1,PMUL0438-2,0,0,0
-1,PMUL3349-0,0,0,0
-1,WOZ20384-0,0,0,0
-1,PMUL4650-4,0,0,0
-1,PMUL3138-0,0,0,0
-1,PMUL4921-9,0,0,0
-1,MUL1301-0,0,0,0
-1,SNG01442-1,0,0,0
-1,MUL1054-2,0,0,0
-1,SNG01768-0,0,0,0
-1,PMUL4886-2,0,0,0
-1,WOZ20303-2,0,0,0
-1,MUL0550-6,0,0,0
-1,SNG02298-1,0,0,0
-1,PMUL3538-0,0,0,0
-1,MUL0175-3,0,0,0
-1,MUL1073-7,0,0,0
-1,PMUL2299-5,0,0,0
-1,MUL0086-3,0,0,0
-1,PMUL4118-6,0,0,0
-1,WOZ20353-2,0,0,0
-1,PMUL0817-1,0,0,0
-1,MUL0753-5,0,0,0
-1,PMUL0344-5,0,0,0
-1,MUL2496-4,0,0,0
-1,SNG0928-2,0,0,0
-1,SNG0988-3,0,0,0
-1,PMUL0307-5,0,0,0
-1,PMUL0514-3,0,0,0
-1,SSNG0196-4,0,0,0
-1,PMUL3563-7,0,0,0
-1,WOZ20608-1,0,0,0
-1,PMUL0013-2,0,0,0
-1,PMUL4298-4,0,0,0
-1,PMUL1634-7,0,0,0
-1,WOZ20612-3,0,0,0
-1,PMUL4511-6,0,0,0
-1,WOZ20239-0,0,0,0
-1,MUL0500-4,0,0,0
-1,WOZ20517-0,0,0,0
-1,PMUL3496-8,0,0,0
-1,SSNG0166-0,0,0,0
-1,PMUL0052-3,0,0,0
-1,WOZ20101-2,0,0,0
-1,MUL1846-5,0,0,0
-1,SNG0839-2,0,0,0
