round,selected_turn_id,max_entropy,min_confidence
0,PMUL3996-2,0,0
0,SNG1369-2,0,0
0,PMUL3827-4,0,0
0,PMUL1819-3,0,0
0,MUL0009-8,0,0
0,PMUL0709-2,0,0
0,MUL1955-0,0,0
0,PMUL0245-6,0,0
0,MUL1260-8,0,0
0,MUL2133-3,0,0
0,PMUL0112-0,0,0
0,PMUL3499-5,0,0
0,PMUL3443-4,0,0
0,SNG01526-0,0,0
0,MUL2209-8,0,0
0,PMUL4085-2,0,0
0,PMUL4931-7,0,0
0,PMUL4288-3,0,0
0,PMUL3903-1,0,0
0,PMUL0351-7,0,0
0,SNG0401-2,0,0
0,MUL1893-2,0,0
0,SNG1173-2,0,0
0,SSNG0380-2,0,0
0,SNG0009-1,0,0
0,PMUL1806-3,0,0
0,PMUL3312-6,0,0
0,MUL2449-7,0,0
0,SNG0952-0,0,0
0,PMUL3969-3,0,0
0,PMUL1746-4,0,0
0,WOZ20559-2,0,0
0,PMUL3781-5,0,0
0,PMUL4607-7,0,0
0,PMUL1745-19,0,0
0,MUL2374-0,0,0
0,WOZ20448-0,0,0
0,WOZ20479-0,0,0
0,PMUL4293-1,0,0
0,SSNG0250-3,0,0
0,SNG02010-0,0,0
0,PMUL4402-0,0,0
0,PMUL1880-3,0,0
0,PMUL4651-3,0,0
0,PMUL2039-2,0,0
0,PMUL2328-3,0,0
0,SNG1162-1,0,0
0,WOZ20161-0,0,0
0,PMUL1437-3,0,0
0,PMUL3292-3,0,0
0,MUL0279-2,0,0
0,PMUL1562-4,0,0
0,PMUL0144-4,0,0
0,PMUL4642-4,0,0
0,PMUL0381-3,0,0
0,WOZ20018-1,0,0
0,PMUL4818-7,0,0
0,PMUL0183-3,0,0
0,PMUL1563-8,0,0
0,SNG01727-3,0,0
0,MUL0647-3,0,0
0,MUL0327-5,0,0
0,PMUL4330-2,0,0
0,SNG1110-1,0,0
0,MUL0310-3,0,0
0,SNG0062-1,0,0
0,PMUL1428-5,0,0
0,PMUL3505-1,0,0
0,PMUL0424-7,0,0
0,MUL2186-8,0,0
0,SNG02150-2,0,0
0,PMUL1757-4,0,0
0,PMUL4222-7,0,0
0,WOZ20173-3,0,0
0,PMUL3997-5,0,0
0,MUL0304-3,0,0
0,PMUL2493-6,0,0
0,PMUL1161-7,0,0
0,MUL2425-3,0,0
0,PMUL0341-2,0,0
0,MUL0965-1,0,0
0,MUL2396-2,0,0
0,MUL0356-5,0,0
0,PMUL0201-1,0,0
0,PMUL3887-8,0,0
0,SSNG0209-3,0,0
0,PMUL4298-0,0,0
0,SNG0709-2,0,0
0,WOZ20538-3,0,0
0,PMUL1737-4,0,0
0,MUL0160-1,0,0
0,SNG1112-3,0,0
0,PMUL2429-0,0,0
0,MUL2247-7,0,0
0,MUL0916-1,0,0
0,SNG01436-3,0,0
